soc_code,title,dv_rating_beta,dv_rating_alpha,human_rating_beta,sml_score,gaia_e,group,median_annual_wage,employment,aei_task_success,aei_autonomy_pct
49-3023.00,Automotive Service Technicians and Mechanics,8.2,3.6,7.3,,0.082,Installation & Repair,,,76.0,60.2
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,0.0,0.0,0.0,59.4,0.2176,Installation & Repair,,,93.8,67.2
49-3041.00,Farm Equipment Mechanics and Service Technicians,11.5,11.5,17.3,57.5,0.2531,Installation & Repair,,,,
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",10.0,5.0,12.5,,0.1,Installation & Repair,,,78.7,67.5
49-3043.00,Rail Car Repairers,9.7,6.5,6.5,,0.097,Installation & Repair,,,,
49-3051.00,Motorboat Mechanics and Service Technicians,7.7,7.7,3.8,55.0,0.2052,Installation & Repair,,,,
49-3052.00,Motorcycle Mechanics,0.0,0.0,0.0,53.8,0.1528,Installation & Repair,,,89.8,66.5
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,17.9,14.3,10.7,,0.179,Installation & Repair,,,,
49-3091.00,Bicycle Repairers,10.3,0.0,6.9,60.0,0.276,Installation & Repair,,,,
49-3092.00,Recreational Vehicle Service Technicians,6.1,6.1,9.1,66.1,0.3256,Installation & Repair,,,79.7,58.8
49-3093.00,Tire Repairers and Changers,0.0,0.0,0.0,54.2,0.1574,Installation & Repair,,,,
49-9011.00,Mechanical Door Repairers,13.6,9.1,6.8,58.4,0.274,Installation & Repair,,,,
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",13.1,9.5,7.1,60.2,0.2924,Installation & Repair,,,,
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",10.5,7.0,14.0,,0.105,Installation & Repair,,,73.3,63.2
49-9031.00,Home Appliance Repairers,14.5,7.3,10.9,55.8,0.2484,Installation & Repair,,,73.8,61.3
49-9041.00,Industrial Machinery Mechanics,27.4,19.4,14.5,60.6,0.3685,Installation & Repair,,,78.4,67.0
49-9043.00,"Maintenance Workers, Machinery",14.3,11.4,11.4,63.8,0.34,Installation & Repair,,,,
49-9044.00,Millwrights,2.2,0.0,4.3,59.1,0.2251,Installation & Repair,,,,
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",0.0,0.0,0.0,59.9,0.2234,Installation & Repair,,,,
49-9051.00,Electrical Power-Line Installers and Repairers,0.0,0.0,0.0,59.4,0.2176,Installation & Repair,,,77.3,58.0
49-9052.00,Telecommunications Line Installers and Repairers,3.1,3.1,3.1,76.9,0.4356,Installation & Repair,,,,
49-9061.00,Camera and Photographic Equipment Repairers,24.0,4.0,4.0,68.4,0.4418,Installation & Repair,,,,56.5
49-9062.00,Medical Equipment Repairers,30.3,15.2,27.3,60.9,0.3864,Installation & Repair,,,,57.8
49-9063.00,Musical Instrument Repairers and Tuners,2.0,0.0,0.0,63.0,0.2692,Installation & Repair,,,,
49-9064.00,Watch and Clock Repairers,20.0,13.3,16.7,72.5,0.4692,Installation & Repair,,,,
49-9071.00,"Maintenance and Repair Workers, General",13.7,3.9,7.8,65.0,0.3509,Installation & Repair,,,84.1,65.0
49-9081.00,Wind Turbine Service Technicians,4.3,0.0,4.3,51.9,0.1523,Installation & Repair,,,,
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",32.1,32.1,19.6,65.6,0.4498,Installation & Repair,,,,
49-9092.00,Commercial Divers,6.7,0.0,8.9,57.5,0.2291,Installation & Repair,,,,67.5
49-9094.00,Locksmiths and Safe Repairers,8.0,8.0,8.0,,0.08,Installation & Repair,,,,
49-9095.00,Manufactured Building and Mobile Home Installers,7.7,7.7,11.5,50.0,0.1473,Installation & Repair,,,59.3,75.0
49-9096.00,Riggers,0.0,0.0,3.7,58.8,0.2106,Installation & Repair,,,,
49-9097.00,Signal and Track Switch Repairers,7.7,7.7,3.8,72.5,0.4077,Installation & Repair,,,,
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",3.3,0.0,0.0,65.0,0.2989,Installation & Repair,,,95.7,68.5
49-9099.01,Geothermal Technicians,21.0,6.5,30.6,60.5,0.3353,Installation & Repair,,,,
51-1011.00,First-Line Supervisors of Production and Operating Workers,40.0,15.0,22.5,56.7,0.3863,Production,,,87.0,69.0
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",2.5,0.0,2.5,60.9,0.2474,Production,,,,51.7
51-2021.00,"Coil Winders, Tapers, and Finishers",22.2,22.2,13.9,,0.222,Production,,,,
51-2022.00,Electrical and Electronic Equipment Assemblers,9.6,3.8,5.8,,0.096,Production,,,65.2,51.0
51-2023.00,Electromechanical Equipment Assemblers,4.5,0.0,0.0,62.5,0.276,Production,,,72.9,51.7
51-2031.00,Engine and Other Machine Assemblers,9.5,0.0,0.0,67.8,0.3623,Production,,,,
51-2041.00,Structural Metal Fabricators and Fitters,2.3,0.0,2.3,,0.023,Production,,,,
51-2051.00,Fiberglass Laminators and Fabricators,2.1,0.0,8.3,,0.021,Production,,,,
51-2061.00,Timing Device Assemblers and Adjusters,6.0,0.0,0.0,,0.06,Production,,,52.9,61.8
51-2092.00,Team Assemblers,23.5,17.6,8.8,57.5,0.3131,Production,,,,
51-3011.00,Bakers,26.5,14.7,11.8,79.4,0.5816,Production,,,94.8,64.2
51-3021.00,Butchers and Meat Cutters,13.2,5.3,2.6,55.0,0.2326,Production,,,,
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",0.0,0.0,0.0,58.1,0.2026,Production,,,,
51-3023.00,Slaughterers and Meat Packers,0.0,0.0,0.0,45.0,0.051,Production,,,,
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",6.7,6.7,6.7,60.9,0.2684,Production,,,,
51-3092.00,Food Batchmakers,11.5,10.3,15.4,63.0,0.3167,Production,,,88.9,65.5
51-3093.00,Food Cooking Machine Operators and Tenders,12.9,12.9,3.2,65.0,0.3469,Production,,,,
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2.1,0.0,8.3,45.0,0.0614,Production,,,,
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",4.2,0.0,4.2,62.2,0.271,Production,,,,
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",17.6,11.8,7.4,55.6,0.2616,Production,,,,
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1.0,0.0,2.0,60.0,0.2296,Production,,,59.3,57.5
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.0,0.0,0.0,,0.03,Production,,,,
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",6.5,3.2,6.5,73.1,0.4086,Production,,,,
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",16.1,12.9,3.2,61.3,0.3201,Production,,,,
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",24.1,20.7,6.9,60.9,0.3554,Production,,,,
51-4041.00,Machinists,23.5,16.3,13.3,56.2,0.298,Production,,,,
51-4051.00,Metal-Refining Furnace Operators and Tenders,10.4,8.3,4.2,48.8,0.1469,Production,,,,
51-4052.00,"Pourers and Casters, Metal",0.0,0.0,0.0,73.1,0.3762,Production,,,,
51-4061.00,"Model Makers, Metal and Plastic",16.1,12.9,9.7,61.3,0.3201,Production,,,,
51-4062.00,"Patternmakers, Metal and Plastic",15.2,8.7,13.0,70.0,0.4163,Production,,,,
51-4071.00,Foundry Mold and Coremakers,0.0,0.0,0.0,59.4,0.2176,Production,,,,
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",8.1,2.3,3.5,,0.081,Production,,,81.0,71.5
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",10.3,7.7,14.1,61.3,0.2911,Production,,,,
51-4111.00,Tool and Die Makers,18.8,9.4,10.9,,0.188,Production,,,,
51-4121.00,"Welders, Cutters, Solderers, and Brazers",8.8,7.8,3.9,,0.088,Production,,,,
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",6.8,4.5,5.7,59.4,0.2516,Production,,,,
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",17.6,17.6,5.9,,0.176,Production,,,,59.5
51-4192.00,"Layout Workers, Metal and Plastic",13.0,0.0,15.2,,0.13,Production,,,,
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10.4,6.2,4.2,58.8,0.2626,Production,,,90.0,45.0
51-4194.00,"Tool Grinders, Filers, and Sharpeners",3.3,0.0,0.0,,0.033,Production,,,,
51-5111.00,Prepress Technicians and Workers,43.8,6.2,10.9,65.6,0.5084,Production,,,64.0,55.0
51-5112.00,Printing Press Operators,28.7,17.5,12.5,62.8,0.4004,Production,,,,
51-5113.00,Print Binding and Finishing Workers,9.0,5.1,6.4,60.9,0.2799,Production,,,,
51-6011.00,Laundry and Dry-Cleaning Workers,5.0,2.5,5.0,60.6,0.2565,Production,,,,
51-6021.00,"Pressers, Textile, Garment, and Related Materials",1.0,0.0,2.1,58.4,0.211,Production,,,,
51-6031.00,Sewing Machine Operators,8.1,4.7,2.3,56.9,0.2292,Production,,,,
51-6041.00,Shoe and Leather Workers and Repairers,5.9,0.0,5.9,59.9,0.2529,Production,,,,
51-6042.00,Shoe Machine Operators and Tenders,8.7,8.7,2.2,,0.087,Production,,,,
51-6051.00,"Sewers, Hand",4.2,0.0,4.2,,0.042,Production,,,,
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",9.1,4.5,6.8,63.0,0.3047,Production,,,74.9,62.7
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,15.8,13.2,11.8,77.5,0.5061,Production,,,75.4,56.5
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",16.1,10.7,14.3,62.2,0.3305,Production,,,71.3,70.2
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",15.6,12.5,12.5,59.8,0.3002,Production,,,71.3,70.2
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",8.6,8.6,7.1,,0.086,Production,,,,
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",6.9,6.9,8.6,56.9,0.2232,Production,,,,
51-6092.00,Fabric and Apparel Patternmakers,46.9,12.5,18.8,73.8,0.6187,Production,,,,
51-6093.00,Upholsterers,19.1,11.8,8.8,57.5,0.2911,Production,,,,
51-7011.00,Cabinetmakers and Bench Carpenters,11.8,5.9,4.4,62.5,0.3124,Production,,,87.0,57.5
51-7021.00,Furniture Finishers,2.9,0.0,7.1,57.9,0.2148,Production,,,,
51-7031.00,"Model Makers, Wood",15.4,7.7,15.4,58.1,0.2796,Production,,,,
51-7032.00,"Patternmakers, Wood",25.6,20.5,28.2,68.1,0.4463,Production,,,81.7,49.5
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",5.9,0.0,1.5,58.0,0.2309,Production,,,,
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",6.5,2.2,3.3,,0.065,Production,,,,
51-8011.00,Nuclear Power Reactor Operators,31.8,18.2,12.1,67.5,0.4704,Production,,,,
51-8012.00,Power Distributors and Dispatchers,37.5,8.3,25.0,,0.375,Production,,,,65.0
51-8013.00,Power Plant Operators,23.3,8.9,11.1,60.0,0.341,Production,,,66.7,54.8
51-8013.03,Biomass Plant Technicians,13.2,5.9,8.8,,0.132,Production,,,,
51-8013.04,Hydroelectric Plant Technicians,10.0,10.0,7.5,,0.1,Production,,,,
51-8021.00,Stationary Engineers and Boiler Operators,16.3,14.0,10.5,66.3,0.379,Production,,,,
51-8031.00,Water and Wastewater Treatment Plant and System Operators,12.5,12.5,12.5,,0.125,Production,,,,
51-8091.00,Chemical Plant and System Operators,15.2,3.0,15.2,70.9,0.4267,Production,,,,
51-8092.00,Gas Plant Operators,9.4,6.2,7.8,57.5,0.2426,Production,,,,53.0
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",19.5,4.9,17.1,57.8,0.2966,Production,,,,
51-8099.01,Biofuels Processing Technicians,9.5,0.0,8.1,61.2,0.286,Production,,,,
51-9011.00,Chemical Equipment Operators and Tenders,15.2,8.7,6.5,68.1,0.3943,Production,,,,
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",14.3,11.4,8.6,62.7,0.3273,Production,,,,
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",10.8,10.8,8.1,64.7,0.3329,Production,,,,
51-9022.00,"Grinding and Polishing Workers, Hand",3.6,3.6,3.6,58.1,0.2206,Production,,,,
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",11.1,11.1,8.3,,0.111,Production,,,,
51-9031.00,"Cutters and Trimmers, Hand",0.0,0.0,0.0,,0.0,Production,,,,
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",6.8,4.5,5.7,64.8,0.3141,Production,,,,60.0
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",7.5,7.5,7.5,,0.075,Production,,,,
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",16.0,16.0,4.0,65.0,0.3624,Production,,,,64.8
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",41.7,27.1,17.7,65.4,0.4956,Production,,,80.7,54.5
51-9071.00,Jewelers and Precious Stone and Metal Workers,17.9,7.1,12.5,,0.179,Production,,,77.3,58.0
51-9071.06,Gem and Diamond Workers,23.2,0.0,14.3,63.5,0.381,Production,,,,
51-9081.00,Dental Laboratory Technicians,4.2,0.0,4.2,65.9,0.3138,Production,,,,
51-9082.00,Medical Appliance Technicians,13.8,6.9,10.3,,0.138,Production,,,,
51-9083.00,Ophthalmic Laboratory Technicians,9.4,0.0,6.2,66.9,0.3514,Production,,,,
51-9111.00,Packaging and Filling Machine Operators and Tenders,0.0,0.0,7.5,56.2,0.1805,Production,,,,
51-9123.00,"Painting, Coating, and Decorating Workers",0.0,0.0,2.9,66.3,0.2974,Production,,,,
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",4.3,2.2,1.1,,0.043,Production,,,,
51-9141.00,Semiconductor Processing Technicians,23.4,18.8,6.2,71.9,0.4792,Production,,,,
51-9151.00,Photographic Process Workers and Processing Machine Operators,38.0,8.0,17.0,60.6,0.4215,Production,,,79.3,69.0
51-9161.00,Computer Numerically Controlled Tool Operators,25.0,22.0,18.0,,0.25,Production,,,73.9,57.2
51-9162.00,Computer Numerically Controlled Tool Programmers,80.4,71.4,35.7,,0.804,Production,,,66.6,64.5
51-9191.00,Adhesive Bonding Machine Operators and Tenders,6.5,6.5,0.0,51.3,0.1564,Production,,,,
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",10.5,10.5,5.3,,0.105,Production,,,,
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,8.0,8.0,4.0,55.0,0.2066,Production,,,,
51-9194.00,Etchers and Engravers,13.6,0.0,3.0,58.3,0.2729,Production,,,,63.2
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",0.0,0.0,1.7,,0.0,Production,,,80.8,55.8
51-9195.03,"Stone Cutters and Carvers, Manufacturing",8.7,0.0,4.3,61.9,0.29,Production,,,62.5,68.8
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",11.4,9.1,11.4,62.5,0.3104,Production,,,,
51-9195.05,"Potters, Manufacturing",8.3,0.0,1.2,62.1,0.2904,Production,,,,57.2
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",0.0,0.0,2.6,,0.0,Production,,,,
51-9197.00,Tire Builders,1.9,0.0,0.0,50.0,0.1183,Production,,,,
51-9198.00,Helpers--Production Workers,8.9,4.4,5.6,,0.089,Production,,,82.2,28.5
53-1041.00,Aircraft Cargo Handling Supervisors,30.0,10.0,0.0,,0.3,Transportation,,,,
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",22.2,6.7,35.6,,0.222,Transportation,,,85.3,62.7
53-1042.01,Recycling Coordinators,37.9,13.8,46.6,,0.379,Transportation,,,70.0,53.8
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,37.2,15.4,30.8,,0.372,Transportation,,,67.6,53.2
53-1044.00,First-Line Supervisors of Passenger Attendants,28.9,5.3,31.6,,0.289,Transportation,,,85.3,58.8
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",35.2,9.1,22.7,59.4,0.3936,Transportation,,,,
53-2012.00,Commercial Pilots,23.9,11.4,21.6,57.5,0.3151,Transportation,,,,
53-2021.00,Air Traffic Controllers,34.1,9.1,30.7,51.9,0.3013,Transportation,,,,51.7
53-2022.00,Airfield Operations Specialists,36.6,9.8,32.9,61.9,0.4296,Transportation,,,68.5,52.8
53-2031.00,Flight Attendants,16.7,14.6,14.6,60.0,0.308,Transportation,,,87.3,51.7
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",9.1,9.1,4.5,62.2,0.2955,Transportation,,,,
53-3031.00,Driver/Sales Workers,33.3,16.7,13.9,61.6,0.4095,Transportation,,,76.1,65.8
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,27.9,19.2,17.3,66.1,0.4346,Transportation,,,60.0,57.5
53-3033.00,Light Truck Drivers,36.5,23.1,25.0,63.1,0.4429,Transportation,,,,
53-3051.00,"Bus Drivers, School",32.4,29.4,17.6,,0.324,Transportation,,,89.8,56.2
53-3052.00,"Bus Drivers, Transit and Intercity",24.1,22.2,16.7,,0.241,Transportation,,,,
53-3053.00,Shuttle Drivers and Chauffeurs,25.0,19.2,17.3,,0.25,Transportation,,,84.7,56.0
53-3054.00,Taxi Drivers,28.1,25.0,25.0,,0.281,Transportation,,,74.2,58.0
53-4011.00,Locomotive Engineers,28.6,21.4,23.2,67.7,0.4566,Transportation,,,,
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",20.5,20.5,5.7,54.4,0.2622,Transportation,,,,52.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",16.7,8.3,4.2,,0.167,Transportation,,,,
53-4031.00,Railroad Conductors and Yardmasters,27.8,8.3,20.8,57.5,0.3346,Transportation,,,,
53-4041.00,Subway and Streetcar Operators,40.9,40.9,20.5,63.9,0.4742,Transportation,,,68.3,47.5
53-5011.00,Sailors and Marine Oilers,4.3,2.1,1.1,68.8,0.3479,Transportation,,,,
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",26.4,20.0,20.9,,0.264,Transportation,,,,
53-5022.00,Motorboat Operators,0.0,0.0,12.9,61.3,0.2396,Transportation,,,,
53-5031.00,Ship Engineers,17.2,12.5,14.1,63.4,0.3499,Transportation,,,,
53-6011.00,Bridge and Lock Tenders,28.6,28.6,16.1,61.9,0.3895,Transportation,,,,
53-6021.00,Parking Attendants,10.7,3.6,12.5,58.8,0.2642,Transportation,,,69.9,58.2
53-6031.00,Automotive and Watercraft Service Attendants,13.0,13.0,6.5,61.3,0.3046,Transportation,,,72.7,55.5
53-6032.00,Aircraft Service Attendants,13.9,11.1,11.1,,0.139,Transportation,,,,
53-6041.00,Traffic Technicians,46.3,11.1,38.9,65.6,0.5208,Transportation,,,87.5,47.2
53-6051.00,Transportation Inspectors,43.9,27.3,31.8,,0.439,Transportation,,,,
53-6051.01,Aviation Inspectors,34.0,8.0,26.0,67.2,0.4778,Transportation,,,,
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",45.8,20.8,12.5,60.0,0.4536,Transportation,,,,
53-6061.00,Passenger Attendants,22.2,16.7,13.9,45.0,0.162,Transportation,,,49.1,51.0
53-7011.00,Conveyor Operators and Tenders,10.3,6.9,13.8,57.5,0.2471,Transportation,,,63.9,59.8
53-7021.00,Crane and Tower Operators,18.4,10.5,2.6,,0.184,Transportation,,,,
53-7031.00,Dredge Operators,0.0,0.0,0.0,55.6,0.1736,Transportation,,,,
53-7041.00,Hoist and Winch Operators,0.0,0.0,9.5,48.8,0.0949,Transportation,,,,
53-7051.00,Industrial Truck and Tractor Operators,3.1,0.0,3.1,62.7,0.2713,Transportation,,,,
53-7061.00,Cleaners of Vehicles and Equipment,8.3,5.6,0.0,56.2,0.222,Transportation,,,,
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",4.0,4.0,6.0,63.8,0.2885,Transportation,,,,
53-7062.04,Recycling and Reclamation Workers,4.3,4.3,2.2,,0.043,Transportation,,,,
53-7063.00,Machine Feeders and Offbearers,9.1,9.1,9.1,50.6,0.1612,Transportation,,,,
53-7064.00,"Packers and Packagers, Hand",10.0,10.0,10.0,58.6,0.2584,Transportation,,,,
53-7065.00,Stockers and Order Fillers,18.2,10.9,19.1,,0.182,Transportation,,,80.9,54.5
53-7071.00,Gas Compressor and Gas Pumping Station Operators,26.9,23.1,7.7,62.5,0.388,Transportation,,,,
53-7072.00,"Pump Operators, Except Wellhead Pumpers",25.0,16.7,16.7,46.9,0.1979,Transportation,,,,
53-7073.00,Wellhead Pumpers,0.0,0.0,0.0,62.7,0.2558,Transportation,,,,
53-7081.00,Refuse and Recyclable Material Collectors,19.6,17.9,23.2,56.9,0.2866,Transportation,,,,
53-7121.00,"Tank Car, Truck, and Ship Loaders",7.1,7.1,12.5,66.9,0.3399,Transportation,,,,
