# File: gaia_occupations.csv
# Description: GAIA scores for 923 US occupations (O*NET-SOC 2018 codes).
#   Columns: O*NET-SOC Code, Title, dv_rating_alpha/beta/gamma,
#   human_rating_alpha/beta/gamma, sml_score, group,
#   aei_task_success, aei_autonomy_pct, aei_work_pct, gaia_e,
#   tot_emp, a_mean, a_median
# Wage columns (tot_emp = total employment, a_mean = mean annual wage,
#   a_median = median annual wage) merged from U.S. BLS OEWS, May 2025
#   national data (national_M2025_dl.xlsx), joined on 6-digit SOC code.
#   Blank where BLS publishes no annual estimate (e.g. hourly-only occupations).
# Updated: May 2026
#
# GAIA — Global AI Adoption Index
# © 2026 Leila Aghabarari. Licensed under CC BY 4.0.
# https://creativecommons.org/licenses/by/4.0/
#
# Citation (APA):
#   Aghabarari, L. (2026). GAIA — Global AI Adoption Index (Version 1.0).
#   Zenodo. https://doi.org/10.5281/zenodo.20320112
#
# Citation (BibTeX):
#   @misc{{aghabarari2026gaia,
#     author    = {{Aghabarari, Leila}},
#     title     = {{{{GAIA}}: {{G}}lobal {{AI}} {{A}}doption {{I}}ndex}},
#     year      = {{2026}},
#     version   = {{1.0}},
#     publisher = {{Zenodo}},
#     doi       = {{10.5281/zenodo.20320112}},
#     url       = {{https://doi.org/10.5281/zenodo.20320112}}
#   }}
#
# Underlying sources (must also be cited when used):
#   Anthropic Economic Index — Anthropic (2025), CC BY 4.0
#     https://huggingface.co/datasets/Anthropic/EconomicIndex
#   Eloundou et al. (2024) — Science 384(6702), DOI 10.1126/science.adj0998
#   Brynjolfsson, Mitchell & Rock (2018) — NBER WP 24196, CC BY 4.0
#     https://doi.org/10.3386/w24196
#
# Website: https://gaiaindex.org   |   Contact: aghabarari.leila@gmail.com
# Disclaimer: Views are the author's own and do not represent the IFC/World Bank.
O*NET-SOC Code,Title,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma,sml_score,group,aei_task_success,aei_autonomy_pct,aei_work_pct,gaia_e,tot_emp,a_mean,a_median
31-9094.00,Medical Transcriptionists,82.1,87.5,92.9,14.3,23.2,32.1,71.2,Healthcare Support,77.4,47.0,65.6,0.7916,41550,41710,40410
31-9095.00,Pharmacy Aides,24.0,38.0,52.0,8.0,14.0,20.0,50.3,Healthcare Support,,48.8,,0.3022,39530,40450,37680
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,11.1,22.2,33.3,14.8,14.8,14.8,67.8,Healthcare Support,87.9,56.2,33.5,0.4258,126580,40340,38150
31-9097.00,Phlebotomists,14.6,18.3,22.0,4.9,11.0,17.1,66.9,Healthcare Support,,,,0.3959,143540,45520,45230
31-9099.01,Speech-Language Pathology Assistants,31.6,60.5,89.5,10.5,21.1,31.6,55.3,Healthcare Support,,,,0.4726,109740,50810,48430
31-9099.02,Endoscopy Technicians,8.3,12.5,16.7,0.0,0.0,0.0,62.1,Healthcare Support,,,,0.3114,109740,50810,48430
33-1011.00,First-Line Supervisors of Correctional Officers,21.7,28.3,34.8,21.7,28.3,34.8,61.0,Protective Service,,,,0.3776,53380,84380,77970
33-1012.00,First-Line Supervisors of Police and Detectives,10.5,32.9,55.3,15.8,35.5,55.3,64.4,Protective Service,86.2,55.8,,0.4399,154610,112190,106040
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,22.6,41.5,60.4,32.1,40.6,49.1,,Protective Service,78.0,48.8,95.1,0.415,99140,96930,93530
33-1091.00,First-Line Supervisors of Security Workers,23.8,40.5,57.1,14.3,26.2,38.1,,Protective Service,,,,0.405,81480,59900,55940
33-2011.00,Firefighters,10.5,14.0,17.5,7.0,8.8,10.5,,Protective Service,,,,0.14,345990,63630,59280
33-2021.00,Fire Inspectors and Investigators,13.5,28.8,44.2,25.0,38.5,51.9,,Protective Service,,,,0.288,13800,78670,75920
33-2022.00,Forest Fire Inspectors and Prevention Specialists,12.5,21.9,31.2,25.0,37.5,50.0,,Protective Service,,57.8,,0.219,2780,66640,56870
33-3011.00,Bailiffs,3.6,3.6,3.6,7.1,16.1,25.0,62.0,Protective Service,,,,0.2657,17310,61660,56600
33-3012.00,Correctional Officers and Jailers,22.7,26.1,29.5,11.4,23.9,36.4,60.4,Protective Service,,,,0.3597,380500,63630,58940
33-3021.00,Detectives and Criminal Investigators,10.0,31.7,53.3,6.7,30.0,53.3,,Protective Service,67.7,58.5,82.6,0.317,114430,99430,93790
33-3021.02,Police Identification and Records Officers,7.7,34.6,61.5,7.7,34.6,61.5,57.2,Protective Service,,,,0.3651,114430,99430,93790
33-3021.06,Intelligence Analysts,8.8,52.9,97.1,8.8,39.7,70.6,68.8,Protective Service,53.9,61.0,62.8,0.5909,114430,99430,93790
33-3031.00,Fish and Game Wardens,9.1,28.4,47.7,4.5,15.9,27.3,70.6,Protective Service,,53.0,,0.4892,5770,74950,74060
33-3041.00,Parking Enforcement Workers,17.9,32.1,46.2,10.3,32.1,53.8,57.5,Protective Service,,,,0.3561,9050,51190,46730
33-3051.00,Police and Sheriff's Patrol Officers,6.9,25.0,43.1,13.8,23.3,32.8,,Protective Service,73.4,52.5,42.1,0.25,670520,79200,76210
33-3051.04,Customs and Border Protection Officers,28.6,45.2,61.9,9.5,26.2,42.9,,Protective Service,81.4,52.2,8.4,0.452,670520,79200,76210
33-3052.00,Transit and Railroad Police,8.3,25.0,41.7,25.0,43.8,62.5,58.5,Protective Service,,,,0.3322,4390,91810,90230
33-9011.00,Animal Control Workers,26.7,35.0,43.3,0.0,13.3,26.7,61.9,Protective Service,33.8,50.0,,0.4216,12070,48440,45660
33-9021.00,Private Detectives and Investigators,7.4,38.9,70.4,22.2,38.9,55.6,56.6,Protective Service,75.4,64.5,,0.3797,35580,60150,51220
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,25.0,43.8,62.5,0.0,31.2,62.5,60.6,Protective Service,,,,0.4505,9520,45630,43370
33-9032.00,Security Guards,16.7,16.7,16.7,16.7,25.0,33.3,67.7,Protective Service,,,,0.3972,1283470,42470,38020
33-9091.00,Crossing Guards and Flaggers,5.3,10.5,15.8,0.0,26.3,52.6,59.0,Protective Service,,,,0.2654,94360,43350,38100
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",8.0,8.0,8.0,8.0,16.0,24.0,63.8,Protective Service,86.1,60.5,,0.3085,157550,34470,33580
33-9093.00,Transportation Security Screeners,0.0,26.0,52.0,4.0,23.0,42.0,59.8,Protective Service,72.3,48.0,,0.3522,50290,64310,66770
33-9094.00,School Bus Monitors,16.7,16.7,16.7,0.0,19.4,38.9,,Protective Service,,,,0.167,78420,35150,35100
33-9099.02,Retail Loss Prevention Specialists,9.8,37.8,65.9,14.6,34.1,53.7,65.2,Protective Service,78.2,51.2,85.0,0.4737,81500,48070,42540
35-1011.00,Chefs and Head Cooks,9.5,26.2,42.9,14.3,26.2,38.1,59.5,Food Preparation,83.0,63.5,37.4,0.3498,200040,66700,62470
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,22.2,51.1,80.0,4.4,25.6,46.7,66.7,Food Preparation,92.8,66.8,35.6,0.5576,1223240,46180,44080
35-2011.00,"Cooks, Fast Food",0.0,0.0,0.0,0.0,2.6,5.3,65.6,Food Preparation,95.6,65.0,,0.2894,641070,32390,30890
35-2012.00,"Cooks, Institution and Cafeteria",3.4,12.1,20.7,3.4,8.6,13.8,62.5,Food Preparation,86.3,61.0,,0.314,441050,38810,37450
35-2013.00,"Cooks, Private Household",16.0,24.0,32.0,16.0,28.0,40.0,50.9,Food Preparation,74.4,57.0,,0.2392,1100,53680,47940
35-2014.00,"Cooks, Restaurant",2.7,9.5,16.2,8.1,12.2,16.2,63.4,Food Preparation,96.1,65.5,14.3,0.3114,1409890,38730,37390
35-2015.00,"Cooks, Short Order",0.0,0.0,0.0,0.0,0.0,0.0,63.8,Food Preparation,87.3,63.5,,0.2685,138650,36120,35880
35-2021.00,Food Preparation Workers,1.9,3.7,5.6,0.0,4.6,9.3,61.1,Food Preparation,90.9,58.8,,0.2558,893600,35290,35320
35-3011.00,Bartenders,11.1,19.4,27.8,8.3,13.9,19.4,58.1,Food Preparation,88.4,58.2,,0.2996,756390,40790,34340
35-3023.00,Fast Food and Counter Workers,2.1,6.2,10.4,2.1,7.3,12.5,,Food Preparation,99.1,70.5,,0.062,3854050,32150,31200
35-3023.01,Baristas,10.5,13.2,15.8,15.8,15.8,15.8,,Food Preparation,94.6,66.8,,0.132,3854050,32150,31200
35-3031.00,Waiters and Waitresses,8.2,18.4,28.6,20.4,22.4,24.5,55.6,Food Preparation,82.1,64.8,,0.2656,2270910,40060,35230
35-3041.00,"Food Servers, Nonrestaurant",7.4,13.0,18.5,0.0,11.1,22.2,52.5,Food Preparation,,,,0.2028,293900,36140,35360
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,0.0,0.0,0.0,0.0,0.0,0.0,59.9,Food Preparation,,,,0.2234,542750,34230,33980
35-9021.00,Dishwashers,0.0,0.0,0.0,0.0,0.0,0.0,65.0,Food Preparation,95.0,58.8,,0.2824,477450,34310,34810
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",5.7,22.9,40.0,20.0,32.9,45.7,58.3,Food Preparation,,57.8,75.0,0.3194,432690,32690,31200
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,16.3,26.5,36.7,8.2,25.5,42.9,61.6,Building & Grounds,71.3,56.5,64.0,0.3756,178760,53320,49100
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",14.5,35.5,56.4,7.3,24.5,41.8,65.0,Building & Grounds,29.6,46.0,43.6,0.4599,130760,60960,58430
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.0,0.0,0.0,0.0,2.8,5.6,59.4,Building & Grounds,,,,0.2176,2209760,38760,36840
37-2012.00,Maids and Housekeeping Cleaners,0.0,0.0,0.0,5.9,5.9,5.9,61.2,Building & Grounds,,,,0.2384,860670,37080,35510
37-2021.00,Pest Control Workers,16.7,25.0,33.3,8.3,22.9,37.5,65.3,Building & Grounds,86.2,65.5,,0.4109,102620,46400,45250
37-3011.00,Landscaping and Groundskeeping Workers,0.0,2.4,4.9,0.0,2.4,4.9,58.6,Building & Grounds,91.0,61.3,,0.2204,952640,42290,39150
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",0.0,5.6,11.1,5.6,5.6,5.6,61.6,Building & Grounds,,,,0.271,27050,47070,46340
37-3013.00,Tree Trimmers and Pruners,4.9,6.1,7.3,0.0,6.1,12.2,57.2,Building & Grounds,,,,0.2226,55160,55970,50960
39-1013.00,First-Line Supervisors of Gambling Services Workers,30.8,43.3,55.8,17.3,33.7,50.0,,Personal Care & Service,79.5,56.0,100.0,0.433,26010,64830,63820
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",15.8,36.8,57.9,26.3,34.2,42.1,,Personal Care & Service,79.9,57.2,72.0,0.368,103190,53550,48560
39-1022.00,First-Line Supervisors of Personal Service Workers,10.3,41.4,72.4,24.1,36.2,48.3,,Personal Care & Service,85.3,58.8,65.6,0.414,114110,52360,48590
39-2011.00,Animal Trainers,6.9,10.3,13.8,13.8,13.8,13.8,51.9,Personal Care & Service,96.0,68.0,,0.1823,18770,47020,39990
39-2021.00,Animal Caretakers,18.2,27.3,36.4,15.2,18.2,21.2,54.6,Personal Care & Service,,,,0.2986,266910,37300,35360
39-3011.00,Gambling Dealers,13.5,13.5,13.5,10.8,14.9,18.9,65.6,Personal Care & Service,68.8,64.0,,0.3568,83910,42550,34320
39-3012.00,Gambling and Sports Book Writers and Runners,23.1,26.9,30.8,7.7,23.1,38.5,,Personal Care & Service,,63.0,,0.269,8950,36450,34980
39-3021.00,Motion Picture Projectionists,9.1,18.2,27.3,0.0,7.6,15.2,56.5,Personal Care & Service,88.2,65.0,,0.275,1480,51480,38270
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",11.4,14.3,17.1,14.3,20.0,25.7,60.0,Personal Care & Service,,63.2,,0.296,121770,33080,32910
39-3091.00,Amusement and Recreation Attendants,19.2,21.2,23.1,30.8,36.5,42.3,62.9,Personal Care & Service,64.0,54.5,24.8,0.3641,397830,32640,32150
39-3092.00,Costume Attendants,11.1,26.4,41.7,0.0,23.6,47.2,64.6,Personal Care & Service,84.6,68.8,,0.4098,6510,63440,50400
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",6.5,6.5,6.5,6.5,14.5,22.6,61.7,Personal Care & Service,31.4,50.0,,0.2767,15560,38460,36300
39-4011.00,Embalmers,4.0,4.0,4.0,0.0,4.0,8.0,63.7,Personal Care & Service,,,,0.2874,3890,58390,58780
39-4012.00,Crematory Operators,0.0,4.2,8.3,0.0,12.5,25.0,,Personal Care & Service,88.6,60.8,,0.042,2970,45670,43650
39-4021.00,Funeral Attendants,17.8,17.8,17.8,15.6,23.3,31.1,76.9,Personal Care & Service,85.7,50.5,80.0,0.5092,31090,37190,35680
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",9.3,16.3,23.3,0.0,9.3,18.6,76.3,Personal Care & Service,88.6,60.8,,0.4947,25100,58160,55010
39-5011.00,Barbers,8.8,16.2,23.5,0.0,7.4,14.7,51.9,Personal Care & Service,88.3,60.8,,0.2118,15000,47070,38210
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",5.3,7.9,10.5,0.0,5.3,10.5,57.3,Personal Care & Service,83.4,60.8,5.5,0.2328,305710,43960,35790
39-5091.00,"Makeup Artists, Theatrical and Performance",4.9,34.1,63.4,4.9,24.4,43.9,55.6,Personal Care & Service,82.6,57.5,,0.3441,2340,102240,97150
39-5092.00,Manicurists and Pedicurists,5.6,8.3,11.1,0.0,5.6,11.1,,Personal Care & Service,86.7,61.0,,0.083,152770,38570,35760
39-5093.00,Shampooers,14.3,14.3,14.3,0.0,7.1,14.3,56.9,Personal Care & Service,83.0,67.8,,0.2602,8070,31980,32600
39-5094.00,Skincare Specialists,6.1,19.7,33.3,6.1,10.6,15.2,61.0,Personal Care & Service,85.8,64.8,,0.3346,72890,51850,45330
39-6011.00,Baggage Porters and Bellhops,7.4,14.8,22.2,25.9,27.8,29.6,63.5,Personal Care & Service,68.5,55.0,,0.339,28510,38570,37080
39-6012.00,Concierges,13.3,46.7,80.0,66.7,70.0,73.3,60.6,Personal Care & Service,62.8,58.2,42.8,0.465,49240,42510,38950
39-7011.00,Tour Guides and Escorts,15.4,26.9,38.5,30.8,34.6,38.5,,Personal Care & Service,73.3,56.0,6.1,0.269,53500,43720,38120
39-7012.00,Travel Guides,16.0,38.0,60.0,32.0,40.0,48.0,63.4,Personal Care & Service,73.7,62.0,12.3,0.4539,53500,43720,38120
39-9011.00,Childcare Workers,11.4,14.8,18.2,20.5,33.0,45.5,56.9,Personal Care & Service,75.7,58.2,62.8,0.2626,518910,35030,34980
39-9011.01,Nannies,10.8,13.5,16.2,27.0,35.1,43.2,70.2,Personal Care & Service,71.2,63.5,,0.4101,518910,35030,34980
39-9031.00,Exercise Trainers and Group Fitness Instructors,0.0,1.5,2.9,14.7,23.5,32.4,61.3,Personal Care & Service,92.4,66.2,,0.2471,322930,52420,47160
39-9032.00,Recreation Workers,11.9,23.8,35.7,9.5,25.0,40.5,71.9,Personal Care & Service,85.6,56.5,75.0,0.4812,331490,38520,36560
39-9041.00,Residential Advisors,10.0,24.0,38.0,18.0,28.0,38.0,72.1,Personal Care & Service,69.6,55.0,44.8,0.4846,84760,43990,42240
41-1011.00,First-Line Supervisors of Retail Sales Workers,8.1,48.6,89.2,16.2,40.5,64.9,57.7,Sales & Related,69.2,59.2,80.6,0.4409,1121800,53380,48520
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,11.1,53.7,96.3,18.5,44.4,70.4,64.4,Sales & Related,74.8,61.3,72.8,0.5439,214390,99370,87520
41-2011.00,Cashiers,14.0,20.9,27.9,23.3,36.0,48.8,66.1,Sales & Related,71.5,46.5,31.7,0.3996,3089410,33180,32880
41-2012.00,Gambling Change Persons and Booth Cashiers,23.8,26.2,28.6,0.0,31.0,61.9,57.2,Sales & Related,,,,0.3232,21530,39100,36220
41-2021.00,Counter and Rental Clerks,25.8,53.2,80.6,54.8,67.7,80.6,,Sales & Related,70.7,55.8,14.0,0.532,400810,45700,41300
41-2022.00,Parts Salespersons,17.1,34.3,51.4,28.6,34.3,40.0,,Sales & Related,70.7,58.0,50.0,0.343,270070,43830,38630
41-2031.00,Retail Salespersons,7.9,34.2,60.5,26.3,35.5,44.7,65.3,Sales & Related,71.1,59.2,3.8,0.4569,3897860,37310,35410
41-3011.00,Advertising Sales Agents,17.9,53.8,89.7,43.6,69.2,94.9,66.3,Sales & Related,71.5,58.5,86.7,0.5664,91700,80670,64820
41-3021.00,Insurance Sales Agents,15.2,57.6,100.0,33.3,53.0,72.7,66.9,Sales & Related,76.5,57.2,62.3,0.5924,479100,81480,62280
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",21.2,60.6,100.0,26.9,51.9,76.9,,Sales & Related,58.2,55.5,27.6,0.606,489570,109150,78660
41-3041.00,Travel Agents,12.5,56.2,100.0,25.0,56.2,87.5,,Sales & Related,65.7,59.0,19.5,0.562,55110,54660,50160
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",33.3,63.3,93.3,33.3,56.7,80.0,,Sales & Related,97.0,51.5,69.7,0.633,1256010,82430,69990
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",15.8,53.5,91.2,38.6,57.0,75.4,65.0,Sales & Related,72.1,55.5,61.5,0.5499,284800,119730,104920
41-4011.07,Solar Sales Representatives and Assessors,0.0,46.2,92.3,38.5,57.7,76.9,71.2,Sales & Related,79.7,64.8,72.4,0.5852,284800,119730,104920
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",24.1,62.1,100.0,48.3,70.7,93.1,64.1,Sales & Related,71.6,58.0,74.2,0.5825,1238190,82530,72080
41-9011.00,Demonstrators and Product Promoters,5.1,12.8,20.5,20.5,39.7,59.0,65.0,Sales & Related,67.1,58.2,58.4,0.3464,64520,45580,39320
41-9012.00,Models,13.3,23.3,33.3,6.7,40.0,73.3,60.3,Sales & Related,,,,0.3445,3780,72800,48470
41-9021.00,Real Estate Brokers,0.0,50.0,100.0,12.5,42.2,71.9,64.7,Sales & Related,71.5,55.8,59.2,0.529,46100,83950,73220
41-9022.00,Real Estate Sales Agents,0.0,43.8,87.5,28.6,41.1,53.6,67.7,Sales & Related,70.8,54.8,51.4,0.5326,193370,69510,52830
41-9031.00,Sales Engineers,15.9,51.1,86.4,31.8,53.4,75.0,58.1,Sales & Related,62.9,61.8,78.0,0.458,51790,130140,124900
41-9041.00,Telemarketers,61.1,80.6,100.0,22.2,52.8,83.3,63.5,Sales & Related,85.1,58.8,63.0,0.668,58430,37370,35450
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",17.4,26.1,34.8,52.2,52.2,52.2,,Sales & Related,66.9,55.2,46.5,0.261,2760,43850,41380
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,8.3,49.0,89.6,22.9,53.1,83.3,65.2,Office & Admin Support,75.7,56.0,80.2,0.5297,1436680,73490,69500
43-2011.00,"Switchboard Operators, Including Answering Service",51.6,62.9,74.2,38.7,48.4,58.1,61.6,Office & Admin Support,68.0,48.5,73.9,0.5576,34280,42300,38630
43-2021.00,Telephone Operators,84.2,89.5,94.7,36.8,55.3,73.7,,Office & Admin Support,84.9,52.2,91.6,0.895,3430,44970,41740
43-3011.00,Bill and Account Collectors,39.3,69.6,100.0,10.7,42.9,75.0,59.4,Office & Admin Support,81.2,52.2,63.5,0.5656,158830,49060,47030
43-3021.00,Billing and Posting Clerks,69.0,77.4,85.7,19.0,41.7,64.3,,Office & Admin Support,64.6,49.3,76.7,0.774,404060,51070,48500
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",60.5,80.2,100.0,14.0,31.4,48.8,71.2,Office & Admin Support,68.3,50.7,66.2,0.7552,1373680,53560,50670
43-3041.00,Gambling Cage Workers,38.7,41.9,45.2,32.3,41.9,51.6,80.6,Office & Admin Support,57.2,55.8,71.6,0.6724,14430,39510,37580
43-3051.00,Payroll and Timekeeping Clerks,67.6,83.8,100.0,16.2,48.6,81.1,68.8,Office & Admin Support,78.6,51.7,74.0,0.7454,153140,59630,58260
43-3061.00,Procurement Clerks,25.7,61.4,97.1,25.7,45.7,65.7,75.6,Office & Admin Support,66.0,53.0,85.0,0.7121,55810,52370,50580
43-3071.00,Tellers,31.2,54.2,77.1,22.9,33.3,43.8,61.3,Office & Admin Support,85.0,49.8,67.4,0.5106,329480,42350,43030
43-4011.00,Brokerage Clerks,53.3,76.7,100.0,73.3,80.0,86.7,,Office & Admin Support,82.2,50.7,72.5,0.767,35940,72850,65750
43-4021.00,Correspondence Clerks,96.4,96.4,96.4,57.1,73.2,89.3,60.3,Office & Admin Support,76.2,50.0,69.0,0.71,4290,48090,46800
43-4031.00,"Court, Municipal, and License Clerks",43.6,70.0,96.4,30.9,59.1,87.3,,Office & Admin Support,72.1,47.8,76.9,0.7,179750,52320,48700
43-4041.00,"Credit Authorizers, Checkers, and Clerks",35.0,65.0,95.0,25.0,57.5,90.0,,Office & Admin Support,68.8,51.7,32.8,0.65,12030,51420,50080
43-4051.00,Customer Service Representatives,13.6,56.8,100.0,54.5,70.5,86.4,64.7,Office & Admin Support,74.3,49.8,51.4,0.5629,2595750,46590,44770
43-4061.00,"Eligibility Interviewers, Government Programs",40.0,68.0,96.0,28.0,62.0,96.0,,Office & Admin Support,80.0,54.5,13.5,0.68,154800,56090,54210
43-4071.00,File Clerks,67.6,79.4,91.2,17.6,47.1,76.5,68.1,Office & Admin Support,64.3,49.0,61.6,0.7153,73440,45590,43600
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",20.5,50.0,79.5,20.5,39.7,59.0,68.8,Office & Admin Support,62.6,53.5,28.1,0.5764,261420,35550,35070
43-4111.00,"Interviewers, Except Eligibility and Loan",51.7,67.2,82.8,31.0,43.1,55.2,41.3,Office & Admin Support,53.0,53.2,61.0,0.3441,148060,47240,45920
43-4121.00,"Library Assistants, Clerical",32.8,53.4,74.1,24.1,44.0,63.8,67.1,Office & Admin Support,68.3,55.0,47.3,0.5737,85520,39370,36910
43-4131.00,Loan Interviewers and Clerks,18.8,59.4,100.0,12.5,50.0,87.5,68.1,Office & Admin Support,75.3,50.2,75.0,0.6153,164790,52520,50020
43-4141.00,New Accounts Clerks,28.0,56.0,84.0,52.0,60.0,68.0,60.6,Office & Admin Support,,,,0.5115,36860,49370,47670
43-4151.00,Order Clerks,42.9,71.4,100.0,42.9,60.0,77.1,58.8,Office & Admin Support,78.1,60.5,53.1,0.5676,75200,48220,46170
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",27.6,62.1,96.6,13.8,46.6,79.3,,Office & Admin Support,77.8,56.5,84.1,0.621,90220,52250,50610
43-4171.00,Receptionists and Information Clerks,20.0,53.3,86.7,43.3,58.3,73.3,74.4,Office & Admin Support,74.7,50.5,59.3,0.6577,910180,39460,38010
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,11.4,45.7,80.0,37.1,52.9,68.6,64.4,Office & Admin Support,57.5,56.2,24.7,0.504,118710,49630,44390
43-5011.00,Cargo and Freight Agents,24.2,47.0,69.7,9.1,27.3,45.5,64.1,Office & Admin Support,69.6,56.8,,0.507,97670,57230,52260
43-5011.01,Freight Forwarders,17.0,58.5,100.0,34.0,58.5,83.0,60.3,Office & Admin Support,72.5,58.0,45.8,0.5205,97670,57230,52260
43-5021.00,Couriers and Messengers,24.1,31.0,37.9,0.0,15.5,31.0,64.7,Office & Admin Support,60.4,59.8,8.7,0.4339,68640,40970,39200
43-5031.00,Public Safety Telecommunicators,40.6,65.6,90.6,43.8,59.4,75.0,68.8,Office & Admin Support,65.4,51.5,,0.6544,102500,56740,53040
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",34.8,67.4,100.0,34.8,65.2,95.7,68.1,Office & Admin Support,84.3,56.5,,0.6553,202810,54740,50340
43-5041.00,"Meter Readers, Utilities",33.3,43.7,54.2,8.3,35.4,62.5,,Office & Admin Support,,,,0.437,19430,55380,48150
43-5051.00,Postal Service Clerks,14.8,31.5,48.1,14.8,27.8,40.7,66.1,Office & Admin Support,84.8,53.8,,0.4526,73720,61860,62130
43-5052.00,Postal Service Mail Carriers,20.5,23.1,25.6,17.9,34.6,51.3,66.9,Office & Admin Support,83.3,51.2,,0.4199,328820,62540,60550
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",10.0,10.0,10.0,5.0,12.5,20.0,60.3,Office & Admin Support,,,,0.278,105200,59430,58470
43-5061.00,"Production, Planning, and Expediting Clerks",26.9,59.6,92.3,15.4,51.9,88.5,,Office & Admin Support,76.4,51.5,73.4,0.596,390160,62150,59650
43-5071.00,"Shipping, Receiving, and Inventory Clerks",28.6,50.0,71.4,19.0,35.7,52.4,76.2,Office & Admin Support,67.9,64.2,75.5,0.662,816870,46810,45260
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",20.7,29.3,37.9,17.2,27.6,37.9,63.3,Office & Admin Support,81.4,50.0,,0.4092,53300,47630,46380
43-6011.00,Executive Secretaries and Executive Administrative Assistants,37.8,64.9,91.9,62.2,74.3,86.5,73.8,Office & Admin Support,73.3,52.2,83.2,0.7088,459910,79140,76590
43-6012.00,Legal Secretaries and Administrative Assistants,39.1,69.6,100.0,52.2,76.1,100.0,65.0,Office & Admin Support,73.8,45.0,77.0,0.6304,156280,60620,55570
43-6013.00,Medical Secretaries and Administrative Assistants,33.3,66.7,100.0,37.0,61.1,85.2,,Office & Admin Support,74.2,57.0,64.2,0.667,961610,46800,45930
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",38.5,64.4,90.4,36.5,56.7,76.9,63.8,Office & Admin Support,63.1,52.5,56.7,0.5905,1706790,49350,47540
43-9021.00,Data Entry Keyers,85.7,89.3,92.9,21.4,50.0,78.6,,Office & Admin Support,54.8,47.5,74.2,0.893,127080,43310,41340
43-9022.00,Word Processors and Typists,70.3,74.3,78.4,18.9,48.6,78.4,66.7,Office & Admin Support,73.2,44.0,59.1,0.6736,35010,51120,49280
43-9031.00,Desktop Publishers,32.3,64.5,96.8,3.2,48.4,93.5,62.5,Office & Admin Support,68.6,57.5,37.3,0.576,3350,61970,55290
43-9041.00,Insurance Claims and Policy Processing Clerks,66.7,83.3,100.0,26.2,51.2,76.2,,Office & Admin Support,82.5,52.2,73.0,0.833,214260,52920,49230
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",10.8,21.6,32.4,5.4,12.2,18.9,65.6,Office & Admin Support,,,,0.3974,55230,41650,39280
43-9061.00,"Office Clerks, General",36.4,57.6,78.8,21.2,50.0,78.8,65.3,Office & Admin Support,64.8,51.0,57.7,0.5739,2464940,46420,45010
43-9071.00,"Office Machine Operators, Except Computer",29.4,39.7,50.0,0.0,17.6,35.3,75.2,Office & Admin Support,71.0,47.0,44.9,0.599,25130,43220,40960
43-9081.00,Proofreaders and Copy Markers,95.0,97.5,100.0,20.0,60.0,100.0,,Office & Admin Support,78.1,49.5,36.7,0.975,4580,54800,51120
43-9111.00,Statistical Assistants,82.6,89.1,95.7,34.8,67.4,100.0,69.7,Office & Admin Support,65.0,52.8,44.0,0.7823,4710,55650,50330
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",14.0,28.1,42.1,0.0,15.8,31.6,,"Farming, Fishing & Forestry",93.1,44.8,96.6,0.281,27960,62730,59320
